,Feature,Duplication,Classification,Duplicate.2,Ka,Ks,Ka.Ks,P.Value
1,Seita.1G007500,wgd,teM,Seita.4G161400,0.198667,0.284057,0.699391,0.163132
2,Seita.1G009100,wgd,gbM,Seita.4G162800,0.188534,1.0143,0.185876,1.80869e-22
3,Seita.1G009800,wgd,Unmethylated,Seita.4G163600,0.415913,2.59547,0.160246,2.83314e-19
4,Seita.1G009900,wgd,Unmethylated,Seita.4G164300,0.152564,1.02998,0.148124,7.02587e-10
5,Seita.1G011900,wgd,gbM,Seita.4G164500,0.0771499,1.36745,0.0564188,5.18576e-87
6,Seita.1G012000,wgd,gbM,Seita.4G164600,0.329581,1.03955,0.317042,1.12834e-23
7,Seita.1G012500,wgd,gbM,Seita.4G165400,0.272429,0.973714,0.279783,4.65769e-31
8,Seita.1G012600,wgd,Unmethylated,Seita.4G165600,0.216893,2.61206,0.0830356,1.56429e-18
9,Seita.1G012800,wgd,gbM,Seita.4G166100,0.265241,1.63204,0.162521,2.24064e-48
10,Seita.1G013200,wgd,Unmethylated,Seita.4G167700,0.219506,3.94446,0.0556491,2.27145e-50
11,Seita.1G014100,wgd,gbM,Seita.4G167900,0.244952,0.948678,0.258204,3.37309e-16
12,Seita.1G014200,wgd,gbM,Seita.4G168400,0.152356,1.0458,0.145684,1.2179e-52
13,Seita.1G014500,wgd,gbM,Seita.4G168600,0.102743,2.12428,0.0483661,4.85001e-45
14,Seita.1G014700,wgd,Unmethylated,Seita.4G168800,0.43142,2.92772,0.147357,4.36749e-21
15,Seita.1G015000,wgd,Unmethylated,Seita.4G169200,0.198961,1.70118,0.116955,3.39802e-40
16,Seita.1G015300,wgd,Unmethylated,Seita.4G169300,0.502587,2.10041,0.239281,0.00010201
17,Seita.1G016000,wgd,gbM,Seita.4G170400,0.135019,1.51539,0.0890987,1.52862e-43
18,Seita.1G017300,wgd,Unmethylated,Seita.4G171200,0.43657,3.20638,0.136157,9.19102e-16
19,Seita.1G018700,wgd,Unmethylated,Seita.4G172000,0.446796,2.84772,0.156896,2.56122e-09
20,Seita.1G019500,wgd,Unclassified,Seita.5G148500,0.216353,4.44397,0.0486847,4.02034e-98
21,Seita.1G019600,wgd,Unclassified,Seita.5G148300,0.264833,3.55533,0.0744891,1.71892e-47
22,Seita.1G019800,wgd,Unmethylated,Seita.4G173400,0.572326,1.0621,0.538864,0.00821829
23,Seita.1G020100,wgd,gbM,Seita.5G148000,0.340403,1.92458,0.176871,1.98279e-59
24,Seita.1G020600,wgd,Unclassified,Seita.4G174800,0.125944,0.767545,0.164086,6.73618e-30
25,Seita.1G020700,wgd,gbM,Seita.4G175200,0.0887076,4.78068,0.0185554,1.25907e-255
26,Seita.1G021500,wgd,Unmethylated,Seita.4G175600,0.341505,2.2893,0.149175,1.10061e-44
27,Seita.1G021900,wgd,Unmethylated,Seita.4G175900,0.225421,4.27697,0.0527058,1.66254e-78
28,Seita.1G022200,wgd,Unmethylated,Seita.5G145500,0.286706,3.58921,0.0798802,1.05465e-41
29,Seita.1G023300,wgd,gbM,Seita.4G177000,0.0726574,1.12843,0.064388,1.73903e-66
30,Seita.1G023500,wgd,Unclassified,Seita.4G177400,0.0564008,0.980384,0.0575293,1.66244e-63
31,Seita.1G024000,wgd,Unmethylated,Seita.4G179600,0.316858,2.77916,0.114012,1.41701e-13
32,Seita.1G024200,wgd,gbM,Seita.4G179700,0.540381,2.94921,0.183229,1.44823e-40
33,Seita.1G024600,wgd,gbM,Seita.4G180000,0.196577,0.881801,0.222926,6.85099e-29
34,Seita.1G025100,wgd,Unmethylated,Seita.5G143600,0.211842,2.53679,0.0835078,1.70701e-14
35,Seita.1G026000,wgd,Unmethylated,Seita.4G180200,0.187124,3.56435,0.0524986,2.16027e-38
