,Feature,Duplication,Classification,Duplicate.2,Ka,Ks,Ka.Ks,P.Value
1,Carub.0001s0038,wgd,Unmethylated,Carub.0004s2838,0.290116,2.17476,0.133401,7.43697e-70
2,Carub.0001s0040,wgd,teM,Carub.0004s2840,0.157029,1.99205,0.0788276,5.72652e-42
3,Carub.0001s0042,wgd,gbM,Carub.0006s3656,0.117944,0.818878,0.144031,3.31394e-95
4,Carub.0001s0043,wgd,Unclassified,Carub.0004s2850,0.178243,3.56039,0.0500628,2.4886e-59
5,Carub.0001s0046,wgd,gbM,Carub.0006s3653,0.0408559,0.318601,0.128235,9.4589e-10
6,Carub.0001s0047,wgd,gbM,Carub.0006s3651,0.120567,1.15696,0.10421,1.30706e-53
7,Carub.0001s0050,wgd,gbM,Carub.0006s3675,0.191387,0.682015,0.28062,1.99744e-14
8,Carub.0001s0051,wgd,Unmethylated,Carub.0004s2859,0.302335,4.24384,0.0712409,7.11284e-73
9,Carub.0001s0052,wgd,Unmethylated,Carub.0004s2860,0.646334,4.13651,0.156251,1.53314e-30
10,Carub.0001s0054,wgd,Unmethylated,Carub.0005s2806,0.584569,3.94999,0.147992,7.22285e-39
11,Carub.0001s0060,wgd,Unmethylated,Carub.0005s2812,0.0348139,1.60742,0.0216582,1.5906e-73
12,Carub.0001s0061,wgd,Unmethylated,Carub.0006s3684,0.0524795,1.45465,0.0360771,2.37714e-110
13,Carub.0001s0065,wgd,Unmethylated,Carub.0004s2867,0.0750161,2.98538,0.0251278,1.03256e-41
14,Carub.0001s0066,wgd,Unmethylated,Carub.0006s3695,0.194049,1.04145,0.186326,1.43573e-47
15,Carub.0001s0067,wgd,Unmethylated,Carub.0006s3697,0.241366,1.34334,0.179676,1.90444e-49
16,Carub.0001s0068,wgd,Unmethylated,Carub.0004s2876,0.12837,4.10237,0.0312917,2.87154e-80
17,Carub.0001s0069,wgd,gbM,Carub.0005s2819,0.56921,3.72839,0.152669,1.02759e-22
18,Carub.0001s0070,wgd,gbM,Carub.0006s3639,0.0869279,1.09514,0.0793758,1.45146e-63
19,Carub.0001s0072,wgd,Unmethylated,Carub.0006s3634,0.233168,0.984474,0.236845,8.374e-16
20,Carub.0001s0076,wgd,Unmethylated,Carub.0005s2820,0.240058,4.28514,0.056021,2.64519e-96
21,Carub.0001s0077,wgd,Unmethylated,Carub.0004s2882,0.277829,3.48506,0.0797201,1.76157e-22
