,Feature,Duplication,Classification,Duplicate.2,Ka,Ks,Ka.Ks,P.Value
1,gene:BVRB_000130,wgd,NA,gene:BVRB_5g104250,0.212622,6.18598,0.0343716,6.5105e-106
2,gene:BVRB_000180,wgd,Unclassified,gene:BVRB_5g104210,0.216186,3.96387,0.054539,6.48463e-67
3,gene:BVRB_000240,wgd,gbM,gene:BVRB_5g104150,0.631946,4.18341,0.15106,8.41115e-30
4,gene:BVRB_000250,wgd,Unmethylated,gene:BVRB_5g104140,0.647711,2.90258,0.22315,2.6165e-17
5,gene:BVRB_000260,wgd,Unclassified,gene:BVRB_5g104120,0.194218,3.8763,0.050104,6.92858e-75
6,gene:BVRB_000370,wgd,Unclassified,gene:BVRB_5g104030,0.720374,1.85502,0.388338,0.00260981
7,gene:BVRB_1g002220,wgd,Unmethylated,gene:BVRB_5g104200,0.48353,3.59598,0.134464,4.92809e-18
8,gene:BVRB_1g002240,wgd,Unmethylated,gene:BVRB_5g104170,0.371798,3.72926,0.0996974,0
9,gene:BVRB_1g002260,wgd,Unmethylated,gene:BVRB_5g104150,0.415008,4.27192,0.0971479,2.50536e-52
10,gene:BVRB_1g002400,wgd,NA,gene:BVRB_5g104050,0.526061,4.02404,0.13073,1.02439e-38
11,gene:BVRB_1g002480,wgd,NA,gene:BVRB_5g104030,0.670226,3.52242,0.190274,1.74797e-14
12,gene:BVRB_1g002500,wgd,teM,gene:BVRB_5g104000,0.312829,4.44384,0.0703961,1.65042e-70
13,gene:BVRB_1g002520,wgd,NA,gene:BVRB_3g051170,0.253533,2.2121,0.114612,5.5452e-18
14,gene:BVRB_1g002650,wgd,NA,gene:BVRB_3g051320,0.52209,2.62918,0.198575,6.6598e-08
15,gene:BVRB_1g002720,wgd,gbM,gene:BVRB_3g051500,0.425239,4.60943,0.0922541,1.60968e-77
16,gene:BVRB_1g002800,wgd,Unmethylated,gene:BVRB_3g051520,0.44595,2.76381,0.161353,1.6053e-07
17,gene:BVRB_1g002860,wgd,Unmethylated,gene:BVRB_3g051740,0.720705,2.47396,0.291317,1.55082e-09
18,gene:BVRB_1g003000,wgd,Unclassified,gene:BVRB_3g051920,0.0785828,4.01349,0.0195797,1.44085e-102
19,gene:BVRB_1g003030,wgd,Unclassified,gene:BVRB_3g051950,0.298966,4.40914,0.0678059,9.13159e-105
20,gene:BVRB_1g003070,wgd,NA,gene:BVRB_3g052050,0.352653,3.99767,0.0882148,2.19877e-58
21,gene:BVRB_1g003150,wgd,Unclassified,gene:BVRB_3g052080,0.352552,2.77794,0.126912,2.01127e-97
22,gene:BVRB_1g003160,wgd,gbM,gene:BVRB_3g052260,0.579499,3.96562,0.146131,0
23,gene:BVRB_1g003280,wgd,NA,gene:BVRB_3g052380,0.337581,4.0166,0.0840466,1.46523e-44
24,gene:BVRB_1g003300,wgd,gbM,gene:BVRB_3g052390,0.478011,4.93058,0.0969482,2.76905e-140
25,gene:BVRB_1g003320,wgd,NA,gene:BVRB_3g052410,0.165556,3.57449,0.046316,7.26156e-42
26,gene:BVRB_1g003380,wgd,gbM,gene:BVRB_3g052470,0.719854,3.82644,0.188126,5.94174e-37
27,gene:BVRB_1g003390,wgd,teM,gene:BVRB_5g099180,0.365683,4.28582,0.0853238,4.47666e-61
28,gene:BVRB_1g003460,wgd,gbM,gene:BVRB_5g099220,0.318159,4.22347,0.0753312,4.97148e-55
29,gene:BVRB_1g003470,wgd,gbM,gene:BVRB_5g099230,0.655687,4.5788,0.143201,1.85495e-58
30,gene:BVRB_1g003500,wgd,Unclassified,gene:BVRB_5g099290,0.0807702,1.96848,0.0410317,2.27562e-89
31,gene:BVRB_1g003520,wgd,gbM,gene:BVRB_5g099340,0.468062,4.79801,0.0975533,1.84093e-74
32,gene:BVRB_1g003560,wgd,Unmethylated,gene:BVRB_3g052540,0.358517,2.48667,0.144176,1.58269e-39
33,gene:BVRB_1g003570,wgd,Unmethylated,gene:BVRB_3g052580,0.528183,3.97797,0.132777,5.92947e-33
34,gene:BVRB_1g003620,wgd,Unclassified,gene:BVRB_5g099470,0.249629,4.00892,0.0622684,8.24635e-56
35,gene:BVRB_1g003640,wgd,Unclassified,gene:BVRB_3g052640,0.419575,5.29816,0.0791926,1.01189e-22
36,gene:BVRB_1g003730,wgd,gbM,gene:BVRB_5g099580,0.504654,4.46105,0.113124,2.24323e-78
37,gene:BVRB_1g003910,wgd,Unmethylated,gene:BVRB_5g099710,0.194298,3.86453,0.0502773,2.84113e-55
38,gene:BVRB_1g004020,wgd,Unmethylated,gene:BVRB_5g099870,0.653283,1.79278,0.364396,9.97775e-09
39,gene:BVRB_1g004040,wgd,NA,gene:BVRB_5g099920,0.266006,4.27909,0.0621642,2.95241e-81
40,gene:BVRB_1g004050,wgd,Unclassified,gene:BVRB_5g099940,0.424046,1.40797,0.301175,2.02085e-08
41,gene:BVRB_1g004190,wgd,Unclassified,gene:BVRB_5g100010,0.127827,4.18606,0.0305365,1.88593e-90
42,gene:BVRB_1g004210,wgd,Unclassified,gene:BVRB_5g100100,0.349802,4.36105,0.0802105,5.98851e-59
43,gene:BVRB_1g004250,wgd,Unmethylated,gene:BVRB_5g100240,0.510254,3.57721,0.14264,2.99124e-16
44,gene:BVRB_1g004280,wgd,NA,gene:BVRB_5g100250,0.24813,3.7118,0.066849,2.18904e-35
45,gene:BVRB_1g004370,wgd,NA,gene:BVRB_5g100310,0.374142,3.64577,0.102623,1.90651e-34
46,gene:BVRB_1g004410,wgd,NA,gene:BVRB_5g100330,0.0546487,1.29626,0.0421588,2.34839e-43
47,gene:BVRB_1g004480,wgd,Unclassified,gene:BVRB_5g100400,0.18104,2.36661,0.0764977,1.08323e-91
48,gene:BVRB_1g006600,wgd,NA,gene:BVRB_6g129610,0.371827,1.83305,0.202846,5.58054e-08
49,gene:BVRB_1g006710,wgd,NA,gene:BVRB_6g129530,0.073919,3.45384,0.021402,2.0165e-44
50,gene:BVRB_1g006910,wgd,NA,gene:BVRB_6g129360,0.446753,3.35333,0.133227,8.86372e-20
51,gene:BVRB_1g007010,wgd,NA,gene:BVRB_6g129340,0.594328,2.0639,0.287964,1.51335e-10
52,gene:BVRB_1g007020,wgd,Unclassified,gene:BVRB_6g129330,0.334417,4.02424,0.0831007,3.75703e-50
53,gene:BVRB_1g007090,wgd,Unclassified,gene:BVRB_6g129200,0.758166,2.70194,0.2806,0.000634974
54,gene:BVRB_1g007140,wgd,teM,gene:BVRB_6g129180,0.271691,4.11896,0.065961,1.10943e-54
55,gene:BVRB_1g008980,wgd,NA,gene:BVRB_6g134910,0.299596,4.53752,0.0660263,1.28294e-87
56,gene:BVRB_1g009140,wgd,Unclassified,gene:BVRB_6g135080,0.277206,4.2006,0.065992,2.44216e-63
57,gene:BVRB_1g009290,wgd,Unclassified,gene:BVRB_6g135170,0.229189,2.86458,0.0800079,2.80147e-42
58,gene:BVRB_1g009360,wgd,Unmethylated,gene:BVRB_6g135210,0.277315,4.03813,0.0686741,1.52731e-57
59,gene:BVRB_1g009390,wgd,NA,gene:BVRB_6g135250,0.784472,3.88903,0.201714,1.32924e-26
60,gene:BVRB_1g009410,wgd,Unclassified,gene:BVRB_6g135290,0.46664,4.58664,0.101739,1.36036e-72
61,gene:BVRB_1g009450,wgd,NA,gene:BVRB_6g135330,0.223308,4.02045,0.0555431,5.98492e-71
62,gene:BVRB_1g009470,wgd,Unmethylated,gene:BVRB_6g135390,0.388989,3.82176,0.101783,1.46027e-51
63,gene:BVRB_1g009570,wgd,Unclassified,gene:BVRB_6g135460,0.653026,1.87179,0.348878,9.2072e-07
64,gene:BVRB_1g010630,wgd,Unclassified,gene:BVRB_6g132750,0.250494,4.22314,0.0593147,1.20283e-91
65,gene:BVRB_1g010760,wgd,teM,gene:BVRB_6g132920,0.633098,3.5018,0.180792,1.79542e-11
66,gene:BVRB_1g010770,wgd,Unclassified,gene:BVRB_6g132930,0.382609,4.15634,0.0920545,1.70886e-52
67,gene:BVRB_1g010840,wgd,Unclassified,gene:BVRB_6g132980,0.229415,4.57464,0.0501492,4.54102e-109
68,gene:BVRB_1g011000,wgd,Unclassified,gene:BVRB_6g133020,0.611651,3.82906,0.159739,5.15949e-16
69,gene:BVRB_1g011070,wgd,NA,gene:BVRB_6g133030,0.494293,2.91525,0.169554,1.3493e-10
70,gene:BVRB_1g018800,wgd,gbM,gene:BVRB_3g055940,0.465958,4.32724,0.10768,8.85517e-49
71,gene:BVRB_1g018880,wgd,Unclassified,gene:BVRB_3g055920,0.650241,1.78606,0.364064,1.01633e-07
72,gene:BVRB_1g019010,wgd,Unclassified,gene:BVRB_5g102110,0.192628,4.13936,0.0465357,6.11352e-107
73,gene:BVRB_1g019090,wgd,Unmethylated,gene:BVRB_3g055680,0.265053,4.53302,0.0584715,8.93641e-131
74,gene:BVRB_1g019110,wgd,NA,gene:BVRB_3g055660,0.343565,3.63618,0.094485,3.95023e-25
75,gene:BVRB_1g019120,wgd,NA,gene:BVRB_5g101980,0.48458,3.9116,0.123883,1.32528e-26
76,gene:BVRB_1g019230,wgd,gbM,gene:BVRB_5g101830,0.387477,4.09216,0.0946878,1.5013e-34
77,gene:BVRB_1g019300,wgd,Unclassified,gene:BVRB_3g055590,0.378027,4.6106,0.0819908,2.35275e-104
78,gene:BVRB_1g019370,wgd,teM,gene:BVRB_5g101770,0.224675,3.99547,0.0562326,2.71124e-69
79,gene:BVRB_1g019570,wgd,teM,gene:BVRB_5g101580,0.489356,4.00988,0.122038,1.29676e-32
80,gene:BVRB_1g019780,wgd,NA,gene:BVRB_5g101460,0.211354,1.8309,0.115437,1.44999e-21
81,gene:BVRB_1g019810,wgd,NA,gene:BVRB_5g101250,0.355611,1.91799,0.185408,1.71001e-18
