Duplicate.1,Duplicate.1_Methylation,Duplicate.2,Duplicate.2_Methylation,Duplication,Similarity,Classification
Medtr7g021700,unM,Medtr0002s0160,unM,wgd,Same,unM-unM
Medtr7g021720,unM,Medtr0002s0170,unM,wgd,Same,unM-unM
Medtr4g050950,unM,Medtr0002s0170,unM,wgd,Same,unM-unM
Medtr4g050860,unM,Medtr0002s0690,unM,wgd,Same,unM-unM
Medtr4g051370,unM,Medtr0002s0740,unM,wgd,Same,unM-unM
Medtr4g034790,unM,Medtr0002s0750,unM,wgd,Same,unM-unM
Medtr4g051380,unM,Medtr0002s0760,unM,wgd,Same,unM-unM
Medtr4g051390,unM,Medtr0002s0780,unM,wgd,Same,unM-unM
Medtr4g051410,unM,Medtr0002s0790,unM,wgd,Same,unM-unM
Medtr1g027040,Unclassified,Medtr1g028080,Unclassified,wgd,Undetermined,Unclassified-Unclassified
Medtr1g027690,gbM,Medtr1g031540,gbM,wgd,Same,gbM-gbM
Medtr1g044785,unM,Medtr1g073350,unM,wgd,Same,unM-unM
Medtr1g045370,Unclassified,Medtr1g073660,Unclassified,wgd,Undetermined,Unclassified-Unclassified
Medtr1g044480,gbM,Medtr1g073760,gbM,wgd,Same,gbM-gbM
Medtr1g044470,unM,Medtr1g073770,unM,wgd,Same,unM-unM
Medtr1g044450,gbM,Medtr1g073790,gbM,wgd,Same,gbM-gbM
Medtr1g044210,gbM,Medtr1g073840,gbM,wgd,Same,gbM-gbM
Medtr1g044135,gbM,Medtr1g073890,gbM,wgd,Same,gbM-gbM
Medtr1g044125,unM,Medtr1g073910,unM,wgd,Same,unM-unM
Medtr1g043350,unM,Medtr1g074370,unM,wgd,Same,unM-unM
Medtr1g043240,gbM,Medtr1g074880,gbM,wgd,Same,gbM-gbM
Medtr1g043200,gbM,Medtr1g074930,gbM,wgd,Same,gbM-gbM
Medtr1g041815,unM,Medtr1g075440,unM,wgd,Same,unM-unM
