,Feature,Duplication,Classification,Duplicate.2,Ka,Ks,Ka.Ks,P.Value
1,gene:BVRB_000100,wgd,Unclassified,gene:BVRB_5g104280,0.315899,4.20898,0.0750536,8.61193e-72
2,gene:BVRB_000130,wgd,NA,gene:BVRB_5g104250,0.212622,6.18598,0.0343716,6.5105e-106
3,gene:BVRB_000180,wgd,Unclassified,gene:BVRB_5g104210,0.216186,3.96387,0.054539,6.48463e-67
4,gene:BVRB_000240,wgd,Unclassified,gene:BVRB_5g104150,0.631946,4.18341,0.15106,8.41115e-30
5,gene:BVRB_000250,wgd,Unmethylated,gene:BVRB_5g104140,0.646288,4.06758,0.158888,3.2011e-19
6,gene:BVRB_000260,wgd,Unclassified,gene:BVRB_5g104120,0.194218,3.8763,0.050104,6.92858e-75
7,gene:BVRB_000370,wgd,Unclassified,gene:BVRB_5g104030,0.720374,1.85502,0.388338,0.00260981
8,gene:BVRB_1g002680,wgd,Unclassified,gene:BVRB_5g098410,0.441284,3.93667,0.112096,1.52008e-25
9,gene:BVRB_1g002690,wgd,Unclassified,gene:BVRB_5g098460,0.555228,2.60467,0.213166,4.7947e-24
10,gene:BVRB_1g002930,wgd,NA,gene:BVRB_3g051850,0.177062,0.796553,0.222285,6.66521e-06
11,gene:BVRB_1g002940,wgd,Unclassified,gene:BVRB_5g098550,0.636164,3.31892,0.191678,1.56187e-06
12,gene:BVRB_1g003000,wgd,Unclassified,gene:BVRB_5g098610,0.142144,4.0038,0.0355023,3.11914e-74
13,gene:BVRB_1g003030,wgd,Unclassified,gene:BVRB_5g098650,0.278553,4.41234,0.0631305,2.81562e-92
14,gene:BVRB_1g003070,wgd,NA,gene:BVRB_3g052050,0.35271,4.28236,0.0823634,1.92451e-78
15,gene:BVRB_1g003150,wgd,gbM,gene:BVRB_3g052080,0.352552,2.77794,0.126912,2.01127e-97
16,gene:BVRB_1g003160,wgd,Unclassified,gene:BVRB_5g098830,0.604487,4.09391,0.147655,3.84332e-35
17,gene:BVRB_1g003190,wgd,Unclassified,gene:BVRB_5g098840,0.78793,3.20806,0.24561,3.54128e-08
18,gene:BVRB_1g003210,wgd,NA,gene:BVRB_5g098860,0.196066,4.58511,0.0427615,6.90579e-137
19,gene:BVRB_1g003220,wgd,Unclassified,gene:BVRB_3g052330,0.21053,4.28747,0.0491036,8.27329e-88
20,gene:BVRB_1g003260,wgd,Unclassified,gene:BVRB_3g052360,0.59592,3.88756,0.153289,3.82282e-33
21,gene:BVRB_1g003280,wgd,NA,gene:BVRB_3g052380,0.337581,4.0166,0.0840466,1.46523e-44
22,gene:BVRB_1g003300,wgd,gbM,gene:BVRB_3g052390,0.480765,4.93259,0.0974671,1.43821e-136
23,gene:BVRB_1g003320,wgd,NA,gene:BVRB_3g052410,0.165556,3.57449,0.046316,7.26156e-42
24,gene:BVRB_1g003380,wgd,Unclassified,gene:BVRB_3g052470,0.719854,3.82644,0.188126,5.94174e-37
25,gene:BVRB_1g003390,wgd,TE-like,gene:BVRB_5g099180,0.365683,4.28582,0.0853238,4.47666e-61
26,gene:BVRB_1g003460,wgd,Unclassified,gene:BVRB_5g099220,0.318159,4.22347,0.0753312,4.97148e-55
27,gene:BVRB_1g003470,wgd,Unclassified,gene:BVRB_5g099230,0.655687,4.5788,0.143201,1.85495e-58
28,gene:BVRB_1g003500,wgd,Unclassified,gene:BVRB_5g099290,0.0807702,1.96848,0.0410317,2.27562e-89
29,gene:BVRB_1g003520,wgd,Unclassified,gene:BVRB_5g099340,0.468062,4.79801,0.0975533,1.84093e-74
30,gene:BVRB_1g003550,wgd,Unclassified,gene:BVRB_5g099390,0.375635,2.90953,0.129105,1.05244e-15
31,gene:BVRB_1g003560,wgd,Unclassified,gene:BVRB_3g052540,0.358465,2.8005,0.128,6.78053e-41
32,gene:BVRB_1g003570,wgd,Unmethylated,gene:BVRB_3g052580,0.528183,3.97797,0.132777,5.92947e-33
33,gene:BVRB_1g003580,wgd,NA,gene:BVRB_3g052590,0.015251,2.16276,0.00705167,2.3942e-45
34,gene:BVRB_1g003620,wgd,Unclassified,gene:BVRB_5g099470,0.249629,4.00892,0.0622684,8.24635e-56
35,gene:BVRB_1g003640,wgd,Unclassified,gene:BVRB_3g052640,0.420404,1.77522,0.236818,7.82464e-24
36,gene:BVRB_1g003710,wgd,gbM,gene:BVRB_5g099550,0.192436,4.43005,0.0434388,3.96215e-116
37,gene:BVRB_1g003730,wgd,Unclassified,gene:BVRB_5g099580,0.504654,4.46105,0.113124,2.24323e-78
