,Feature,Duplication,Classification,Duplicate.2,Ka,Ks,Ka.Ks,P.Value
1,Phvul.001G001500,wgd,Unclassified,Phvul.009G021000,0.0698562,1.28871,0.0542062,2.16531e-87
2,Phvul.001G001700,wgd,Unclassified,Phvul.009G020800,0.0886369,0.964066,0.0919407,7.48614e-78
3,Phvul.001G002200,wgd,Unclassified,Phvul.009G019900,0.255175,1.5143,0.16851,1.08083e-23
4,Phvul.001G003400,wgd,Unclassified,Phvul.009G019300,0.155624,2.02649,0.0767947,6.19402e-21
5,Phvul.001G003600,wgd,Unclassified,Phvul.009G019100,0.0671162,1.35532,0.0495207,2.90596e-70
6,Phvul.001G003700,wgd,Unclassified,Phvul.009G019000,0.0921775,1.06853,0.0862655,2.80884e-26
7,Phvul.001G004033,wgd,Unclassified,Phvul.009G018800,0.244483,1.57686,0.155045,6.08373e-26
8,Phvul.001G004200,wgd,Unclassified,Phvul.009G018200,0.444203,4.05508,0.109542,7.35185e-42
9,Phvul.001G004300,wgd,Unclassified,Phvul.009G018100,0.203263,1.26308,0.160927,2.70627e-29
10,Phvul.001G004800,wgd,Unmethylated,Phvul.009G017300,0.0274642,1.9989,0.0137397,4.14494e-125
11,Phvul.001G004900,wgd,Unclassified,Phvul.009G017500,0.208077,0.72273,0.287904,5.40493e-23
12,Phvul.001G005000,wgd,Unclassified,Phvul.009G017700,0.179688,1.55657,0.115439,2.97572e-37
13,Phvul.001G005300,wgd,Unclassified,Phvul.009G017800,0.250071,3.17194,0.0788385,1.7327e-24
14,Phvul.001G005400,wgd,gbM,Phvul.009G009400,0.240836,0.841334,0.286255,3.61301e-33
15,Phvul.001G005800,wgd,Unmethylated,Phvul.009G009600,0.500759,1.49577,0.334784,2.51873e-08
16,Phvul.001G006300,wgd,TE-like,Phvul.009G016800,0.125008,1.22818,0.101783,6.62024e-14
17,Phvul.001G006800,wgd,Unmethylated,Phvul.009G016700,0.324568,0.801815,0.404792,1.64405e-14
18,Phvul.001G007300,wgd,Unclassified,Phvul.009G016200,0.123562,1.04866,0.117828,5.22006e-26
19,Phvul.001G007800,wgd,Unclassified,Phvul.009G016000,0.0749127,0.624423,0.119971,2.67389e-20
20,Phvul.001G008000,wgd,Unclassified,Phvul.009G015700,0.155755,0.64153,0.242787,2.05449e-49
21,Phvul.001G008100,wgd,Unmethylated,Phvul.009G015600,0.133897,3.17575,0.0421622,4.73782e-27
22,Phvul.001G008400,wgd,Unclassified,Phvul.009G015500,0.0920339,1.84304,0.049936,1.95336e-65
23,Phvul.001G009000,wgd,Unclassified,Phvul.011G038200,0.355551,4.43199,0.0802239,2.83043e-69
24,Phvul.001G009200,wgd,Unmethylated,Phvul.009G014800,0.196072,2.17946,0.0899639,1.74022e-83
25,Phvul.001G009400,wgd,Unclassified,Phvul.009G014600,0.110518,1.07394,0.102908,1.41232e-41
26,Phvul.001G009600,wgd,NA,Phvul.009G014200,0.376652,1.20761,0.3119,4.39648e-05
27,Phvul.001G009700,wgd,Unmethylated,Phvul.009G004200,0.392129,3.72699,0.105213,2.19519e-37
28,Phvul.001G009800,wgd,Unmethylated,Phvul.009G013700,0.216167,1.48593,0.145476,2.82116e-27
29,Phvul.001G009900,wgd,Unclassified,Phvul.011G041600,0.176047,4.1464,0.0424579,6.43052e-70
30,Phvul.001G010100,wgd,Unclassified,Phvul.009G013400,0.0843992,0.532927,0.158369,2.88733e-30
31,Phvul.001G010400,wgd,Unclassified,Phvul.009G013200,0.324653,1.09469,0.29657,1.55473e-11
32,Phvul.001G010600,wgd,Unmethylated,Phvul.009G013100,0.321507,0.440056,0.730605,0.124374
33,Phvul.001G010700,wgd,Unclassified,Phvul.009G012900,0.148819,3.07739,0.0483589,2.31688e-48
34,Phvul.001G010800,wgd,Unmethylated,Phvul.009G012800,0.219787,0.659455,0.333286,0.000168146
35,Phvul.001G010900,wgd,Unclassified,Phvul.009G012700,0.102321,0.828881,0.123445,9.32833e-59
36,Phvul.001G011000,wgd,Unclassified,Phvul.009G004801,0.38958,2.32845,0.167313,7.27712e-30
37,Phvul.001G011300,wgd,Unclassified,Phvul.003G257400,0.298667,3.85913,0.0773921,4.29801e-59
38,Phvul.001G011400,wgd,Unmethylated,Phvul.009G005000,0.239239,4.18027,0.0572305,1.47402e-63
39,Phvul.001G011700,wgd,Unclassified,Phvul.009G005500,0.368925,2.58753,0.142578,7.0044e-41
40,Phvul.001G011800,wgd,Unclassified,Phvul.009G005800,0.365127,3.31216,0.110239,1.62764e-30
41,Phvul.001G011900,wgd,Unmethylated,Phvul.009G005900,0.161512,1.374,0.117548,5.98169e-05
42,Phvul.001G012100,wgd,Unclassified,Phvul.011G042800,0.204052,4.53274,0.0450174,3.16609e-109
43,Phvul.001G012200,wgd,Unclassified,Phvul.009G060100,0.179152,0.699259,0.256203,1.02322e-20
44,Phvul.001G012300,wgd,Unclassified,Phvul.003G255801,0.482824,4.12399,0.117077,1.2078e-29
45,Phvul.001G012500,wgd,Unclassified,Phvul.011G044000,0.267882,1.86575,0.143579,2.15349e-59
46,Phvul.001G012600,wgd,Unclassified,Phvul.009G059700,0.16907,1.17802,0.14352,1.82752e-32
47,Phvul.001G012900,wgd,Unclassified,Phvul.003G255200,0.712109,1.59159,0.447421,7.47736e-27
