,Feature,Duplication,Classification,Duplicate.2,Ka,Ks,Ka.Ks,P.Value
1,Seita.1G002900,wgd,Unclassified,Seita.4G006700,0.283725,3.34919,0.0847145,9.87785e-24
2,Seita.1G003000,wgd,Unclassified,Seita.4G006500,0.149493,1.27739,0.117029,1.73174e-42
3,Seita.1G003400,wgd,Unclassified,Seita.4G005500,0.308049,3.94201,0.0781451,3.20013e-55
4,Seita.1G004100,wgd,gbM,Seita.4G004500,0.259083,1.12314,0.230678,9.45167e-72
5,Seita.1G004200,wgd,gbM,Seita.4G003700,0.294209,1.38556,0.21234,4.03894e-19
6,Seita.1G004500,wgd,Unclassified,Seita.4G003300,0.210423,1.86231,0.11299,1.50087e-33
7,Seita.1G007500,wgd,gbM,Seita.4G161400,0.198667,0.284057,0.699391,0.163132
8,Seita.1G009100,wgd,gbM,Seita.4G162800,0.188534,1.0143,0.185876,1.80869e-22
9,Seita.1G009200,wgd,Unmethylated,Seita.4G162900,0.203257,0.869655,0.233722,4.63455e-16
10,Seita.1G009800,wgd,Unmethylated,Seita.4G163600,0.415913,2.59547,0.160246,2.83314e-19
11,Seita.1G009900,wgd,Unmethylated,Seita.4G164300,0.152564,1.02998,0.148124,7.02587e-10
12,Seita.1G011900,wgd,gbM,Seita.4G164500,0.0771499,1.36745,0.0564188,5.18576e-87
13,Seita.1G012000,wgd,gbM,Seita.4G164600,0.329581,1.03955,0.317042,1.12834e-23
14,Seita.1G012500,wgd,gbM,Seita.4G165400,0.272429,0.973714,0.279783,4.65769e-31
15,Seita.1G012600,wgd,Unmethylated,Seita.4G165600,0.216893,2.61206,0.0830356,1.56429e-18
16,Seita.1G012800,wgd,gbM,Seita.4G166100,0.265241,1.63204,0.162521,2.24064e-48
17,Seita.1G013200,wgd,Unclassified,Seita.4G167700,0.219506,3.94446,0.0556491,2.27145e-50
18,Seita.1G014100,wgd,gbM,Seita.4G167900,0.244952,0.948678,0.258204,3.37309e-16
19,Seita.1G014200,wgd,gbM,Seita.4G168400,0.152356,1.0458,0.145684,1.2179e-52
20,Seita.1G014500,wgd,gbM,Seita.4G168600,0.102743,2.12428,0.0483661,4.85001e-45
21,Seita.1G014700,wgd,Unmethylated,Seita.4G168800,0.43142,2.92772,0.147357,4.36749e-21
22,Seita.1G015000,wgd,Unmethylated,Seita.4G169200,0.198961,1.70118,0.116955,3.39802e-40
23,Seita.1G016000,wgd,gbM,Seita.4G170400,0.135019,1.51539,0.0890987,1.52862e-43
24,Seita.1G016700,wgd,Unmethylated,Seita.4G171100,0.662757,3.6607,0.181046,9.7487e-25
25,Seita.1G017100,wgd,Unmethylated,Seita.4G171200,0.430437,2.00299,0.214897,2.24927e-13
26,Seita.1G018000,wgd,Unmethylated,Seita.4G172400,0.583747,2.46437,0.236875,7.38984e-08
27,Seita.1G019500,wgd,Unclassified,Seita.5G148500,0.216353,4.44397,0.0486847,4.02034e-98
28,Seita.1G019600,wgd,Unclassified,Seita.5G148300,0.264833,3.55533,0.0744891,1.71892e-47
29,Seita.1G019800,wgd,Unmethylated,Seita.4G173400,0.572326,1.0621,0.538864,0.00821829
30,Seita.1G020100,wgd,gbM,Seita.5G148000,0.340403,1.92458,0.176871,1.98279e-59
31,Seita.1G020600,wgd,Unclassified,Seita.4G174800,0.125944,0.767545,0.164086,6.73618e-30
32,Seita.1G020700,wgd,gbM,Seita.5G147000,0.144392,4.78035,0.0302052,0
33,Seita.1G021500,wgd,Unmethylated,Seita.4G175600,0.341505,2.2893,0.149175,1.10061e-44
34,Seita.1G021900,wgd,Unmethylated,Seita.4G175900,0.225421,4.27697,0.0527058,1.66254e-78
35,Seita.1G022200,wgd,Unmethylated,Seita.4G176600,0.199865,3.56193,0.0561114,1.43118e-56
36,Seita.1G022900,wgd,Unmethylated,Seita.5G145500,0.220447,3.58239,0.0615364,0
37,Seita.1G023300,wgd,gbM,Seita.5G145300,0.0778675,7.1807,0.010844,9.46182e-111
38,Seita.1G023500,wgd,Unclassified,Seita.4G177400,0.0564008,0.980384,0.0575293,1.66244e-63
39,Seita.1G023600,wgd,Unmethylated,Seita.4G178000,0.326765,4.05548,0.0805737,4.82546e-70
40,Seita.1G024000,wgd,Unclassified,Seita.4G179600,0.316858,2.77916,0.114012,1.41701e-13
41,Seita.1G024200,wgd,gbM,Seita.5G144200,0.434136,4.75567,0.0912882,5.14269e-79
42,Seita.1G024500,wgd,TE-like,Seita.5G143700,0.546017,2.64431,0.206488,3.00163e-19
43,Seita.1G024600,wgd,gbM,Seita.4G180000,0.196577,0.881801,0.222926,6.85099e-29
44,Seita.1G025100,wgd,Unmethylated,Seita.5G143600,0.211842,2.53679,0.0835078,1.70701e-14
45,Seita.1G026000,wgd,Unmethylated,Seita.5G143500,0.272574,3.41823,0.0797411,1.82118e-29
46,Seita.1G026600,wgd,Unclassified,Seita.5G143000,0.496547,3.69811,0.13427,2.52326e-36
47,Seita.1G027000,wgd,Unmethylated,Seita.4G180800,0.265432,1.6362,0.162225,2.69598e-19
48,Seita.1G027300,wgd,Unmethylated,Seita.5G142900,0.595402,2.72238,0.218706,1.79111e-07
49,Seita.1G027600,wgd,Unmethylated,Seita.5G141000,0.357387,3.41223,0.104737,1.49823e-14
50,Seita.1G027700,wgd,Unmethylated,Seita.4G181300,0.297672,3.32545,0.0895132,2.05525e-34
51,Seita.1G027900,wgd,gbM,Seita.4G181400,0.242907,1.00819,0.240934,4.35455e-59
52,Seita.1G028300,wgd,Unclassified,Seita.4G181700,0.0223117,0.943875,0.0236384,1.70608e-19
53,Seita.1G028700,wgd,Unclassified,Seita.4G183100,0.263761,4.54269,0.0580627,4.55737e-165
54,Seita.1G029000,wgd,gbM,Seita.4G184000,0.18599,1.51392,0.122854,2.18919e-55
55,Seita.1G030200,wgd,gbM,Seita.4G184100,0.56542,1.61334,0.350466,1.30687e-07
56,Seita.1G032500,wgd,gbM,Seita.4G233200,0.0184031,1.35021,0.0136297,4.05438e-54
57,Seita.1G032900,wgd,Unclassified,Seita.4G233500,0.699243,4.69666,0.148881,7.95934e-38
58,Seita.1G033600,wgd,Unclassified,Seita.4G234100,0.108952,4.29463,0.0253693,3.88755e-147
59,Seita.1G033800,wgd,Unclassified,Seita.4G234400,0.316349,3.49688,0.090466,3.40178e-47
60,Seita.1G034100,wgd,Unmethylated,Seita.4G234500,0.222526,4.40075,0.0505654,4.21463e-86
61,Seita.1G034200,wgd,Unmethylated,Seita.4G234800,0.361917,1.95102,0.185502,2.65853e-20
62,Seita.1G034300,wgd,gbM,Seita.4G234900,0.073454,0.908982,0.080809,1.03847e-49
63,Seita.1G034500,wgd,TE-like,Seita.4G235100,0.234369,2.04118,0.114821,5.68779e-33
64,Seita.1G034600,wgd,Unmethylated,Seita.4G235200,0.354247,2.59595,0.136462,1.60511e-25
65,Seita.1G034700,wgd,gbM,Seita.4G235800,0.0137602,0.873833,0.015747,3.76112e-96
66,Seita.1G035000,wgd,gbM,Seita.4G237600,0.138031,0.912393,0.151285,7.61977e-39
67,Seita.1G036700,wgd,Unmethylated,Seita.4G232100,0.296541,3.23173,0.0917592,1.75886e-27
68,Seita.1G037700,wgd,gbM,Seita.4G231000,0.103344,1.73797,0.0594624,2.41867e-73
69,Seita.1G038000,wgd,Unmethylated,Seita.4G230900,0.170134,3.41009,0.0498914,0
70,Seita.1G038500,wgd,gbM,Seita.4G230100,0.335873,1.70921,0.196508,3.189e-51
71,Seita.1G039200,wgd,Unclassified,Seita.4G229700,0.440609,2.60599,0.169075,7.50803e-74
72,Seita.1G039700,wgd,NA,Seita.4G229100,0.140441,3.21723,0.0436528,6.80895e-42
73,Seita.1G040200,wgd,gbM,Seita.4G227600,0.055287,1.07883,0.0512473,3.89631e-132
74,Seita.1G040400,wgd,NA,Seita.4G226700,0.212611,2.34965,0.0904862,6.51077e-45
75,Seita.1G040600,wgd,gbM,Seita.4G226400,0.410709,1.76504,0.232691,1.83391e-33
76,Seita.1G041000,wgd,gbM,Seita.5G125600,0.266941,5.12345,0.0521018,2.95768e-204
77,Seita.1G041500,wgd,Unmethylated,Seita.5G124200,0.396147,3.91107,0.101289,1.3376e-62
78,Seita.1G042400,wgd,Unclassified,Seita.4G225400,0.0720771,3.84905,0.018726,4.94244e-131
79,Seita.1G042500,wgd,gbM,Seita.4G225300,0.0847913,0.991319,0.0855338,1.58469e-37
80,Seita.1G042600,wgd,gbM,Seita.4G225000,0.0801928,1.24782,0.0642663,1.65241e-49
81,Seita.1G042800,wgd,Unmethylated,Seita.4G224700,0.110145,2.34502,0.0469696,4.0865e-80
82,Seita.1G043700,wgd,Unmethylated,Seita.4G224300,0.274705,3.07668,0.0892862,3.33868e-19
83,Seita.1G043800,wgd,Unclassified,Seita.4G224000,0.1097,2.39011,0.0458976,1.12881e-29
84,Seita.1G044100,wgd,Unclassified,Seita.5G122400,0.128342,1.86272,0.0689002,3.30251e-21
85,Seita.1G044200,wgd,Unmethylated,Seita.4G223600,0.216923,4.11692,0.0526906,1.2375e-98
86,Seita.1G044500,wgd,Unclassified,Seita.4G222700,0.141021,3.53736,0.039866,1.56932e-70
87,Seita.1G044600,wgd,gbM,Seita.5G121700,0.830278,4.41351,0.188122,2.34118e-28
88,Seita.1G044700,wgd,gbM,Seita.4G222600,0.110635,1.92674,0.0574209,9.57913e-39
89,Seita.1G044800,wgd,gbM,Seita.4G222300,0.244943,1.00039,0.244848,7.85251e-33
90,Seita.1G045100,wgd,gbM,Seita.4G222000,0.156234,1.9133,0.081657,1.32091e-21
91,Seita.1G045500,wgd,gbM,Seita.4G221800,0.158964,1.37427,0.115671,5.89985e-70
92,Seita.1G045700,wgd,gbM,Seita.4G221500,0.287298,1.45851,0.196981,2.94933e-19
93,Seita.1G045800,wgd,Unclassified,Seita.4G221300,0.227992,4.1361,0.0551225,3.10134e-127
94,Seita.1G045900,wgd,gbM,Seita.4G221000,0.124581,1.39315,0.0894237,2.97242e-38
95,Seita.1G046000,wgd,gbM,Seita.4G220800,0.0410931,2.19566,0.0187156,5.10389e-119
96,Seita.1G046100,wgd,Unclassified,Seita.4G220700,0.21732,1.03079,0.210828,5.45314e-64
97,Seita.1G046800,wgd,Unmethylated,Seita.4G219900,0.230028,4.2653,0.0539301,1.53521e-102
98,Seita.1G047800,wgd,Unclassified,Seita.4G219800,0.144726,1.74377,0.0829961,5.5994e-41
99,Seita.1G048000,wgd,Unclassified,Seita.4G219700,0.116523,1.30261,0.0894532,3.10431e-34
100,Seita.1G048100,wgd,gbM,Seita.4G219600,0.246236,3.31536,0.0742713,2.24969e-22
101,Seita.1G048800,wgd,NA,Seita.4G219200,0.179373,2.06911,0.0866908,1.99824e-45
102,Seita.1G049100,wgd,Unclassified,Seita.4G217900,0.400575,3.38541,0.118324,0
103,Seita.1G049900,wgd,gbM,Seita.4G216700,0.310971,4.76672,0.0652379,2.14566e-104
104,Seita.1G050400,wgd,Unclassified,Seita.4G215800,0.291888,1.41703,0.205986,1.03242e-25
105,Seita.1G050600,wgd,gbM,Seita.4G215600,0.118588,0.733903,0.161586,4.23133e-50
106,Seita.1G050700,wgd,Unmethylated,Seita.4G215400,0.29974,4.17032,0.0718745,0
107,Seita.1G051100,wgd,gbM,Seita.4G214900,0.272743,1.12805,0.241783,1.26606e-17
108,Seita.1G051200,wgd,gbM,Seita.4G214800,0.144577,0.755887,0.191267,5.58022e-22
109,Seita.1G052000,wgd,Unclassified,Seita.4G212900,0.260791,0.688459,0.378804,2.11334e-08
110,Seita.1G052400,wgd,gbM,Seita.4G212800,0.143712,0.920922,0.156053,4.87667e-140
111,Seita.1G052800,wgd,Unmethylated,Seita.4G211200,0.451529,3.2291,0.139831,8.63616e-24
112,Seita.1G053300,wgd,Unmethylated,Seita.4G211000,0.352517,1.93706,0.181986,3.13882e-15
113,Seita.1G053900,wgd,Unmethylated,Seita.4G210300,0.158135,3.44419,0.0459137,9.81193e-35
114,Seita.1G054000,wgd,Unclassified,Seita.4G210000,0.153176,2.12605,0.072047,1.31361e-68
115,Seita.1G054400,wgd,NA,NA,NA,NA,NA,NA
116,Seita.1G054700,wgd,Unmethylated,Seita.4G208100,0.467864,3.79184,0.123387,6.45832e-24
117,Seita.1G054800,wgd,gbM,Seita.4G208000,0.0932432,1.11282,0.0837902,7.72988e-65
118,Seita.1G055000,wgd,gbM,Seita.4G207800,0.218172,1.6053,0.135907,6.40989e-44
119,Seita.1G055300,wgd,gbM,Seita.4G207500,0.143977,0.839805,0.17144,2.06399e-56
120,Seita.1G056000,wgd,Unmethylated,Seita.4G206600,0.322788,3.48391,0.092651,8.00136e-26
121,Seita.1G056200,wgd,Unmethylated,Seita.4G206200,0.158755,2.20775,0.071908,8.46328e-42
122,Seita.1G057300,wgd,Unmethylated,Seita.4G205900,0.0877172,3.64012,0.0240974,2.57782e-74
123,Seita.1G057500,wgd,gbM,Seita.4G205500,0.260996,0.980929,0.266071,2.73982e-16
124,Seita.1G057600,wgd,Unclassified,Seita.4G205400,0.0823176,1.87946,0.0437984,7.39103e-25
125,Seita.1G057700,wgd,Unmethylated,Seita.4G205300,0.218672,1.66545,0.131299,1.52543e-55
126,Seita.1G058400,wgd,Unmethylated,Seita.4G203800,0.235631,2.18776,0.107704,5.99683e-57
127,Seita.1G058500,wgd,Unmethylated,Seita.4G203700,0.221152,4.22716,0.0523169,9.03909e-80
128,Seita.1G059200,wgd,Unmethylated,Seita.4G203000,0.246371,1.7133,0.143799,1.72715e-42
129,Seita.1G059600,wgd,Unmethylated,Seita.4G200200,0.254774,1.73079,0.147201,9.57764e-45
130,Seita.1G059800,wgd,gbM,Seita.4G201200,0.139868,0.671145,0.208402,4.41914e-39
131,Seita.1G060000,wgd,Unclassified,Seita.4G201600,0.0213234,0.88372,0.0241292,1.47994e-140
132,Seita.1G060200,wgd,gbM,Seita.4G202000,0.0827358,0.740937,0.111664,1.01817e-97
133,Seita.1G060300,wgd,gbM,Seita.4G203600,0.619295,1.77165,0.349559,2.96799e-10
