,Feature,Duplication,Classification,Duplicate.2,Ka,Ks,Ka.Ks,P.Value
1,Medtr0002s0090,wgd,Unclassified,Medtr3g035480,0.0553502,0.10171,0.544195,6.05708e-05
2,Medtr0002s0100,wgd,NA,Medtr3g035490,0.0483922,0.162536,0.297731,0.00075467
3,Medtr0002s0150,wgd,Unmethylated,Medtr4g006100,0.164153,1.73264,0.0947414,6.32717e-54
4,Medtr0002s0160,wgd,Unmethylated,Medtr7g021710,0.315199,1.70321,0.185062,4.66076e-15
5,Medtr0002s0170,wgd,Unmethylated,Medtr4g006120,0.112152,0.840384,0.133453,1.37642e-31
6,Medtr0002s0180,wgd,Unmethylated,Medtr4g006130,0.458956,2.52179,0.181996,1.23394e-15
7,Medtr0002s0200,wgd,Unmethylated,Medtr4g006150,0.17125,2.31119,0.0740958,1.8181e-19
8,Medtr0002s0250,wgd,Unmethylated,Medtr3g035620,NA,NA,NA,NA
9,Medtr0002s0270,wgd,Unmethylated,Medtr3g035635,0.0515132,0.0591721,0.870566,0.99796
10,Medtr0002s0280,wgd,Unmethylated,Medtr3g035660,0.387182,0.716594,0.540309,0.0186839
11,Medtr0002s0310,wgd,Unclassified,Medtr7g021740,0.862939,4.11555,0.209678,2.00956e-16
12,Medtr0002s0350,wgd,Unmethylated,Medtr4g051430,0.0953192,0.374028,0.254845,6.37191e-07
13,Medtr0002s0360,wgd,NA,Medtr4g051420,0.196468,1.71445,0.114595,2.7916e-13
14,Medtr0002s0380,wgd,Unmethylated,Medtr4g051290,0.00943062,0.660097,0.0142867,5.5192e-49
15,Medtr0002s0390,wgd,Unmethylated,Medtr4g051280,0.303746,1.40715,0.21586,1.01349e-23
16,Medtr0002s0510,wgd,Unmethylated,Medtr4g051120,0.175134,0.747071,0.234428,4.85993e-60
17,Medtr0002s0530,wgd,Unmethylated,Medtr4g051103,0.0577886,1.0813,0.0534437,2.85079e-37
18,Medtr0002s0540,wgd,Unmethylated,Medtr4g051097,0.316528,1.28139,0.247019,1.13574e-06
19,Medtr0002s0580,wgd,Unmethylated,Medtr4g051177,0.0363825,0.771811,0.0471391,8.22254e-80
20,Medtr0002s0590,wgd,Unmethylated,Medtr4g051210,0.366897,3.17745,0.115469,7.26855e-15
21,Medtr0002s0630,wgd,Unmethylated,Medtr4g035040,0.0739819,0.741998,0.0997063,3.01277e-14
22,Medtr0002s0650,wgd,Unmethylated,Medtr3g035730,0.0473791,1.14373,0.0414252,2.83901e-76
23,Medtr0002s0660,wgd,Unmethylated,Medtr4g051270,0.032708,2.307,0.0141777,4.4803e-75
24,Medtr0002s0680,wgd,Unclassified,Medtr4g034770,0.352205,1.10037,0.320078,0.000136166
25,Medtr0002s0690,wgd,Unmethylated,Medtr4g050860,0.0429417,1.31352,0.0326921,4.62538e-41
26,Medtr0002s0700,wgd,Unmethylated,Medtr4g050850,0.0268773,0.773972,0.0347264,1.44071e-09
27,Medtr0002s0730,wgd,Unmethylated,Medtr4g034690,0.272183,1.34988,0.201635,2.73713e-09
28,Medtr0002s0740,wgd,Unmethylated,Medtr4g051370,0.0235002,0.912137,0.025764,3.22394e-86
29,Medtr0002s0750,wgd,Unmethylated,Medtr4g034790,0.0874055,0.899475,0.0971739,4.04767e-22
30,Medtr0002s0760,wgd,Unmethylated,Medtr4g051380,0.123739,0.806063,0.153511,4.18799e-29
31,Medtr0002s0780,wgd,Unmethylated,Medtr4g051390,0.175198,1.81091,0.0967457,1.788e-13
32,Medtr0002s0790,wgd,Unclassified,Medtr4g051410,0.215314,0.976057,0.220595,1.49955e-09
33,Medtr0002s0800,wgd,Unmethylated,Medtr4g051420,0.196468,1.71445,0.114595,2.7916e-13
34,Medtr0002s0860,wgd,TE-like,Medtr7g022020,0.229531,0.202687,1.13244,0.737632
35,Medtr0052s0090,wgd,NA,Medtr0055s0140,0.181403,0.323824,0.560188,0.0696076
36,Medtr0052s0110,wgd,NA,Medtr0055s0130,0.242171,0.4134,0.585803,0.000779338
37,Medtr0052s0140,wgd,NA,Medtr0055s0080,0.054081,0.080855,0.668864,0.216123
38,Medtr0052s0150,wgd,NA,Medtr0055s0050,0.146567,0.167383,0.875637,0.328344
39,Medtr0052s0170,wgd,NA,Medtr0055s0030,0.0589288,0.0604985,0.974053,0.905254
40,Medtr0052s0190,wgd,Unmethylated,Medtr0055s0010,NA,NA,NA,NA
41,Medtr0055s0010,wgd,TE-like,Medtr0052s0190,NA,NA,NA,NA
42,Medtr0055s0030,wgd,TE-like,Medtr0052s0170,0.0589288,0.0604985,0.974053,0.905254
43,Medtr0055s0050,wgd,NA,Medtr0052s0150,0.146567,0.167383,0.875637,0.328344
44,Medtr0055s0080,wgd,NA,Medtr0052s0140,0.054081,0.080855,0.668864,0.216123
45,Medtr0055s0130,wgd,NA,Medtr0052s0110,0.242171,0.4134,0.585803,0.000779338
46,Medtr0055s0140,wgd,NA,Medtr0052s0090,0.181403,0.323824,0.560188,0.0696076
