Feature	Duplication
Ciclev10000029m.g	dispersed
Ciclev10010250m.g	dispersed
Ciclev10013431m.g	dispersed
Ciclev10018504m.g	dispersed
Ciclev10030529m.g	dispersed
Ciclev10000034m.g	dispersed
Ciclev10000191m.g	dispersed
Ciclev10000073m.g	dispersed
Ciclev10027705m.g	dispersed
Ciclev10000080m.g	dispersed
Ciclev10010972m.g	dispersed
Ciclev10027716m.g	dispersed
Ciclev10000087m.g	dispersed
Ciclev10000168m.g	dispersed
Ciclev10000098m.g	dispersed
Ciclev10018574m.g	dispersed
Ciclev10000128m.g	dispersed
Ciclev10003102m.g	dispersed
Ciclev10000148m.g	dispersed
Ciclev10014145m.g	dispersed
Ciclev10000154m.g	dispersed
Ciclev10013452m.g	dispersed
Ciclev10000174m.g	dispersed
Ciclev10013792m.g	dispersed
Ciclev10000199m.g	dispersed
Ciclev10018742m.g	dispersed
Ciclev10000216m.g	dispersed
Ciclev10018754m.g	dispersed
Ciclev10000218m.g	dispersed
Ciclev10001935m.g	dispersed
Ciclev10010556m.g	dispersed
Ciclev10019662m.g	dispersed
Ciclev10028943m.g	dispersed
Ciclev10000254m.g	dispersed
Ciclev10010492m.g	dispersed
Ciclev10000287m.g	dispersed
Ciclev10004321m.g	dispersed
Ciclev10013679m.g	dispersed
Ciclev10018678m.g	dispersed
Ciclev10023370m.g	dispersed
Ciclev10024538m.g	dispersed
Ciclev10000310m.g	dispersed
Ciclev10000361m.g	dispersed
Ciclev10000313m.g	dispersed
Ciclev10024939m.g	dispersed
Ciclev10000333m.g	dispersed
Ciclev10018664m.g	dispersed
Ciclev10000334m.g	dispersed
Ciclev10025152m.g	dispersed
Ciclev10000360m.g	dispersed
Ciclev10013594m.g	dispersed
Ciclev10017727m.g	dispersed
Ciclev10024901m.g	dispersed
Ciclev10000392m.g	dispersed
Ciclev10000536m.g	dispersed
Ciclev10000393m.g	dispersed
Ciclev10018839m.g	dispersed
Ciclev10000424m.g	dispersed
Ciclev10033822m.g	dispersed
Ciclev10000425m.g	dispersed
Ciclev10019102m.g	dispersed
Ciclev10000479m.g	dispersed
Ciclev10023974m.g	dispersed
Ciclev10031084m.g	dispersed
Ciclev10000500m.g	dispersed
Ciclev10004474m.g	dispersed
Ciclev10000541m.g	dispersed
Ciclev10019250m.g	dispersed
Ciclev10000547m.g	dispersed
Ciclev10000613m.g	dispersed
Ciclev10025161m.g	dispersed
Ciclev10000580m.g	dispersed
Ciclev10003272m.g	dispersed
Ciclev10003344m.g	dispersed
Ciclev10003597m.g	dispersed
Ciclev10007751m.g	dispersed
Ciclev10010383m.g	dispersed
Ciclev10010399m.g	dispersed
Ciclev10013469m.g	dispersed
Ciclev10013598m.g	dispersed
Ciclev10013753m.g	dispersed
Ciclev10013968m.g	dispersed
Ciclev10017601m.g	dispersed
Ciclev10023755m.g	dispersed
Ciclev10023986m.g	dispersed
Ciclev10030092m.g	dispersed
Ciclev10033576m.g	dispersed
Ciclev10000599m.g	dispersed
Ciclev10019351m.g	dispersed
Ciclev10000621m.g	dispersed
Ciclev10023271m.g	dispersed
Ciclev10033306m.g	dispersed
Ciclev10000625m.g	dispersed
Ciclev10031096m.g	dispersed
Ciclev10000639m.g	dispersed
Ciclev10019334m.g	dispersed
Ciclev10000648m.g	dispersed
Ciclev10019379m.g	dispersed
Ciclev10000706m.g	dispersed
Ciclev10000858m.g	dispersed
Ciclev10000736m.g	dispersed
Ciclev10025318m.g	dispersed
Ciclev10000745m.g	dispersed
Ciclev10013761m.g	dispersed
Ciclev10027689m.g	dispersed
Ciclev10000758m.g	dispersed
Ciclev10031140m.g	dispersed
Ciclev10000771m.g	dispersed
Ciclev10025343m.g	dispersed
Ciclev10031245m.g	dispersed
Ciclev10000847m.g	dispersed
Ciclev10028324m.g	dispersed
Ciclev10000853m.g	dispersed
Ciclev10010570m.g	dispersed
Ciclev10015906m.g	dispersed
Ciclev10000856m.g	dispersed
Ciclev10017793m.g	dispersed
Ciclev10000878m.g	dispersed
Ciclev10003742m.g	dispersed
Ciclev10031354m.g	dispersed
Ciclev10000886m.g	dispersed
Ciclev10000924m.g	dispersed
Ciclev10004006m.g	dispersed
Ciclev10000917m.g	dispersed
